gen,n_total,n_feasible,feasible_ratio,basis,J1_min,J1_mean,J1_max,J1_span,J2_min,J2_mean,J2_max,J2_span,J3_min,J3_mean,J3_max,J3_span,J4_min,J4_mean,J4_max,J4_span,hypervolume,J1_improve_from_prev,J2_improve_from_prev,J3_improve_from_prev,J4_improve_from_prev,hypervolume_improve_from_prev
31,100,100,1.0,feasible,0.7084607934348456,0.7551054925819338,0.8020692638619992,0.09360847042715359,0.5286398416,0.5950132180959998,0.7292819559999999,0.2006421143999999,0.0,0.06831898114841356,0.19564257103309524,0.19564257103309524,0.16846789636269757,0.45157866792083384,1.0,0.8315321036373025,0.20936245554321883,0.0,0.0,0.0,0.0,-8.876782522004856e-05
32,100,100,1.0,feasible,0.7084607934348456,0.7539857631774024,0.8020692638619992,0.09360847042715359,0.5286398416,0.5947570436639998,0.7292819559999999,0.2006421143999999,0.0,0.06430758122822311,0.19564257103309524,0.19564257103309524,0.16846789636269757,0.46175136302949144,1.0,0.8315321036373025,0.2096773205702566,0.0,0.0,0.0,0.0,0.0003148650270377584
33,100,100,1.0,feasible,0.7084607934348456,0.7540331759335811,0.8020692638619992,0.09360847042715359,0.5286398416,0.5948225233839999,0.7292819559999999,0.2006421143999999,0.0,0.06537844343515166,0.1894914414666667,0.1894914414666667,0.16846789636269757,0.45387144121798934,1.0,0.8315321036373025,0.20991816019962006,0.0,0.0,0.0,0.0,0.0002408396293634707
34,100,100,1.0,feasible,0.7084607934348456,0.7545804358353827,0.8020692638619992,0.09360847042715359,0.5286398416,0.593069913688,0.7280711407999999,0.1994312991999999,0.0,0.06676942300826356,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.4498777487508544,1.0,0.8315321036373025,0.20998812674955242,0.0,0.0,0.0,0.0,6.99665499323543e-05
35,100,100,1.0,feasible,0.7084607934348456,0.7534828585910383,0.8020692638619992,0.09360847042715359,0.5286398416,0.593633135424,0.7280711407999999,0.1994312991999999,0.0,0.0640676791994857,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.45395331195369537,1.0,0.8315321036373025,0.21006985535267614,0.0,0.0,0.0,0.0,8.172860312372077e-05
36,100,100,1.0,feasible,0.7084607934348456,0.7544302498273245,0.8020692638619992,0.09360847042715359,0.5286398416,0.5955469455679998,0.7280711407999999,0.1994312991999999,0.0,0.06407137228458096,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.44982132844863776,1.0,0.8315321036373025,0.2098474601806108,0.0,0.0,0.0,0.0,-0.0002223951720653483
37,100,100,1.0,feasible,0.7084607934348456,0.7549709002938969,0.8020706075907417,0.09360981415589609,0.5286398416,0.5957393368319999,0.7281014151999998,0.19946157359999983,0.0,0.06682040438827143,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.43918083117115125,1.0,0.8315321036373025,0.20978550405941243,0.0,0.0,0.0,0.0,-6.19561211983588e-05
38,100,100,1.0,feasible,0.7084607934348456,0.7553431202326757,0.8020706075907417,0.09360981415589609,0.5286398416,0.5963052930959999,0.7281014151999998,0.19946157359999983,0.0,0.06571325940034285,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.4436311969428091,1.0,0.8315321036373025,0.20924676323223956,0.0,0.0,0.0,0.0,-0.0005387408271728678
39,100,100,1.0,feasible,0.7084607934348456,0.7550270103291298,0.8020706075907417,0.09360981415589609,0.5286398416,0.5961698315999999,0.7281014151999998,0.19946157359999983,0.0,0.06578310432565715,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.4418228159968273,1.0,0.8315321036373025,0.21004992094556785,0.0,0.0,0.0,0.0,0.0008031577133282841
40,100,100,1.0,feasible,0.7084607934348456,0.7514456093349381,0.7980239797324404,0.08956318629759485,0.5286398416,0.5867555091839999,0.7234485783999999,0.19480873679999988,0.0,0.06862208102709524,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.462929215820786,1.0,0.8315321036373025,0.21015963686337835,0.0,0.0,0.0,0.0,0.00010971591781050449
